87 [3, 0.0, 0.4] 0 -0.6333333333333333 [2, 0.0, 0.4]
88 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
89 [2, 0.0, 0.4] 2 -0.13333333333333333 [2, 0.0, 0.4]
90 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
91 [2, 0.0, 0.4] 2 -0.6333333333333333 [2, 0.1, 0.4]
92 [2, 0.1, 0.4] 1 -0.6333333333333333 [2, 0.1, 0.4]
93 [2, 0.1, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
94 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
95 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
96 [2, 0.1, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
97 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
98 [2, 0.1, 0.4] 2 -0.13333333333333333 [2, 0.0, 0.4]
99 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
100 [2, 0.1, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
101 [2, 0.1, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
102 [2, 0.1, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
103 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
104 [2, 0.0, 0.4] 3 -0.6666666666666666 [2, 0.0, 0.5]
105 [2, 0.0, 0.5] 4 -0.6672863153592534 [3, 0.2, 0.5]
106 [3, 0.2, 0.5] 1 -0.7000000000000001 [3, 0.2, 0.4]
107 [3, 0.2, 0.4] 0 -0.6333333333333333 [2, 0.0, 0.4]
108 [2, 0.0, 0.4] 3 -0.6666666666666666 [2, 0.1, 0.5]
109 [2, 0.1, 0.5] 1 -0.13333333333333333 [2, 0.4, 0.4]
110 [2, 0.4, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
111 [2, 0.1, 0.4] 1 -0.13333333333333333 [2, 0.2, 0.4]
112 [2, 0.2, 0.4] 4 -0.7000000000000001 [3, 0.0, 0.4]
113 [3, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
114 [3, 0.0, 0.4] 0 -0.13333333333333333 [2, 0.0, 0.4]
115 [2, 0.0, 0.4] 3 -0.6666666666666666 [2, 0.0, 0.5]
116 [2, 0.0, 0.5] 4 -0.75 [3, 0.1, 0.5]
117 [3, 0.1, 0.5] 4 -0.25 [3, 0.0, 0.5]
118 [3, 0.0, 0.5] 4 -0.25 [3, 0.1, 0.5]
119 [3, 0.1, 0.5] 1 -0.7000000000000001 [3, 0.4, 0.4]
120 [3, 0.4, 0.4] 4 -0.7000000000000001 [3, 0.1, 0.4]
121 [3, 0.1, 0.4] 2 -0.20000000000000004 [3, 0.2, 0.4]
122 [3, 0.2, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
123 [3, 0.0, 0.4] 0 -0.6333333333333333 [2, 0.0, 0.4]
124 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
125 [2, 0.1, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
126 [2, 0.0, 0.4] 2 -0.13333333333333333 [2, 0.0, 0.4]
127 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
128 [2, 0.0, 0.4] 3 -0.6666666666666666 [2, 0.0, 0.5]
129 [2, 0.0, 0.5] 1 -0.6333333333333333 [2, 0.0, 0.4]
130 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
131 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
132 [2, 0.1, 0.4] 2 -0.13333333333333333 [2, 0.1, 0.4]
133 [2, 0.1, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
134 [2, 0.1, 0.4] 0 -0.5666666666666667 [1, 0.0, 0.4]
135 [1, 0.0, 0.4] 3 -0.5833333333333334 [1, 0.0, 0.5]
136 [1, 0.0, 0.5] 2 -0.08333333333333333 [1, 0.1, 0.5]
137 [1, 0.1, 0.5] 2 -0.08333333333333333 [1, 0.2, 0.5]
138 [1, 0.2, 0.5] 3 -0.5897790347402587 [1, 0.6, 0.6]
139 [1, 0.6, 0.6] 4 -0.7 [2, 0.0, 0.6]
140 [2, 0.0, 0.6] 4 -0.8 [3, 0.1, 0.6]
141 [3, 0.1, 0.6] 2 -0.3 [3, 0.0, 0.6]
142 [3, 0.0, 0.6] 4 -0.3 [3, 0.0, 0.6]
143 [3, 0.0, 0.6] 2 -0.3 [3, 0.0, 0.6]
144 [3, 0.0, 0.6] 2 -0.3 [3, 0.0, 0.6]
145 [3, 0.0, 0.6] 1 -0.25 [3, 0.5, 0.5]
146 [3, 0.5, 0.5] 1 -0.7000000000000001 [3, 0.1, 0.4]
147 [3, 0.1, 0.4] 4 -0.20000000000000004 [3, 0.1, 0.4]
148 [3, 0.1, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
149 [3, 0.0, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
150 [3, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.1, 0.4]
151 [3, 0.1, 0.4] 0 -0.6333333333333333 [2, 0.0, 0.4]
152 [2, 0.0, 0.4] 0 -0.5666666666666667 [1, 0.0, 0.4]
153 [1, 0.0, 0.4] 3 -0.5833333333333334 [1, 0.0, 0.5]
154 [1, 0.0, 0.5] 2 -0.08333333333333333 [1, 0.1, 0.5]
155 [1, 0.1, 0.5] 4 -0.6666666666666666 [2, 0.0, 0.5]
156 [2, 0.0, 0.5] 2 -0.16666666666666666 [2, 0.0, 0.5]
157 [2, 0.0, 0.5] 1 -0.13333333333333333 [2, 0.4, 0.4]
158 [2, 0.4, 0.4] 1 -0.6333333333333333 [2, 0.2, 0.4]
159 [2, 0.2, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
160 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.1, 0.4]
161 [2, 0.1, 0.4] 0 -0.06666666666666667 [1, 0.1, 0.4]
162 [1, 0.1, 0.4] 4 -0.13333333333333333 [2, 0.1, 0.4]
163 [2, 0.1, 0.4] 1 -0.13333333333333333 [2, 0.2, 0.4]
164 [2, 0.2, 0.4] 4 -0.6555230771871444 [3, 0.2, 0.4]
165 [3, 0.2, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
166 [3, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.1, 0.4]
167 [3, 0.1, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
168 [3, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
