0 [1, 0.0, 0.5] 2 -0.5833333333333334 [1, 0.5, 0.5]
1 [1, 0.5, 0.5] 4 -0.6666666666666666 [2, 0.3, 0.5]
2 [2, 0.3, 0.5] 4 -0.75 [3, 0.3, 0.5]
3 [3, 0.3, 0.5] 1 -0.7000000000000001 [3, 0.4, 0.4]
4 [3, 0.4, 0.4] 1 -0.7000000000000001 [3, 0.3, 0.4]
5 [3, 0.3, 0.4] 4 -0.7000000000000001 [3, 0.2, 0.4]
6 [3, 0.2, 0.4] 4 -0.20000000000000004 [3, 0.1, 0.4]
7 [3, 0.1, 0.4] 2 -0.7000000000000001 [3, 0.1, 0.4]
8 [3, 0.1, 0.4] 4 -0.7000000000000001 [3, 0.1, 0.4]
9 [3, 0.1, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
10 [3, 0.0, 0.4] 2 -0.7000000000000001 [3, 0.1, 0.4]
11 [3, 0.1, 0.4] 4 -0.7000000000000001 [3, 0.1, 0.4]
12 [3, 0.1, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
13 [3, 0.0, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
14 [3, 0.0, 0.4] 1 -0.20000000000000004 [3, 0.1, 0.4]
15 [3, 0.1, 0.4] 2 -0.20000000000000004 [3, 0.1, 0.4]
16 [3, 0.1, 0.4] 1 -0.690089214947961 [3, 0.0, 0.4]
17 [3, 0.0, 0.4] 0 -0.6333333333333333 [2, 0.3, 0.4]
18 [2, 0.3, 0.4] 3 -0.16666666666666666 [2, 0.5, 0.5]
19 [2, 0.5, 0.5] 2 -0.6542164080469124 [2, 0.2, 0.5]
20 [2, 0.2, 0.5] 2 -0.16666666666666666 [2, 0.2, 0.5]
21 [2, 0.2, 0.5] 2 -0.16666666666666666 [2, 0.2, 0.5]
22 [2, 0.2, 0.5] 4 -0.75 [3, 0.1, 0.5]
23 [3, 0.1, 0.5] 2 -0.25 [3, 0.2, 0.5]
24 [3, 0.2, 0.5] 2 -0.75 [3, 0.2, 0.5]
25 [3, 0.2, 0.5] 4 -0.75 [3, 0.1, 0.5]
26 [3, 0.1, 0.5] 4 -0.75 [3, 0.1, 0.5]
27 [3, 0.1, 0.5] 1 -0.7000000000000001 [3, 0.4, 0.4]
28 [3, 0.4, 0.4] 2 -0.20000000000000004 [3, 0.2, 0.4]
29 [3, 0.2, 0.4] 2 -0.6790359928142864 [3, 0.1, 0.4]
30 [3, 0.1, 0.4] 0 -0.6333333333333333 [2, 0.1, 0.4]
31 [2, 0.1, 0.4] 3 -0.6666666666666666 [2, 0.1, 0.5]
32 [2, 0.1, 0.5] 4 -0.75 [3, 0.2, 0.5]
33 [3, 0.2, 0.5] 1 -0.7000000000000001 [3, 0.1, 0.4]
34 [3, 0.1, 0.4] 4 -0.20000000000000004 [3, 0.2, 0.4]
35 [3, 0.2, 0.4] 2 -0.20000000000000004 [3, 0.0, 0.4]
36 [3, 0.0, 0.4] 2 -0.20000000000000004 [3, 0.0, 0.4]
37 [3, 0.0, 0.4] 2 -0.20000000000000004 [3, 0.0, 0.4]
38 [3, 0.0, 0.4] 4 -0.7000000000000001 [3, 0.0, 0.4]
39 [3, 0.0, 0.4] 0 -0.13333333333333333 [2, 0.1, 0.4]
40 [2, 0.1, 0.4] 3 -0.571208850269208 [2, 0.5, 0.5]
41 [2, 0.5, 0.5] 2 -0.6666666666666666 [2, 0.1, 0.5]
42 [2, 0.1, 0.5] 1 -0.6333333333333333 [2, 0.3, 0.4]
43 [2, 0.3, 0.4] 1 -0.13333333333333333 [2, 0.2, 0.4]
44 [2, 0.2, 0.4] 4 -0.7000000000000001 [3, 0.1, 0.4]
45 [3, 0.1, 0.4] 2 -0.20000000000000004 [3, 0.1, 0.4]
46 [3, 0.1, 0.4] 1 -0.20000000000000004 [3, 0.2, 0.4]
47 [3, 0.2, 0.4] 1 -0.20000000000000004 [3, 0.1, 0.4]
48 [3, 0.1, 0.4] 2 -0.20000000000000004 [3, 0.1, 0.4]
49 [3, 0.1, 0.4] 1 -0.20000000000000004 [3, 0.1, 0.4]
