0 [1, 0.0, 0.5] 3 -0.6 [1, 0.0, 0.6]
1 [1, 0.0, 0.6] 0 -0.09999999999999999 [1, 0.0, 0.6]
2 [1, 0.0, 0.6] 0 -0.09999999999999999 [1, 0.0, 0.6]
3 [1, 0.0, 0.6] 4 -0.7 [2, 0.0, 0.6]
4 [2, 0.0, 0.6] 4 -0.8 [3, 0.0, 0.6]
5 [3, 0.0, 0.6] 4 -0.3 [3, 0.0, 0.6]
6 [3, 0.0, 0.6] 2 -0.3 [3, 0.0, 0.6]
7 [3, 0.0, 0.6] 1 -0.75 [3, 0.0, 0.5]
8 [3, 0.0, 0.5] 1 -0.7000000000000001 [3, 0.0, 0.4]
9 [3, 0.0, 0.4] 4 -0.7000000000000001 [3, 0.0, 0.4]
10 [3, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
11 [3, 0.0, 0.4] 1 -0.20000000000000004 [3, 0.1, 0.4]
12 [3, 0.1, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
13 [3, 0.0, 0.4] 0 -0.13333333333333333 [2, 0.0, 0.4]
14 [2, 0.0, 0.4] 1 -0.13333333333333333 [2, 0.0, 0.4]
15 [2, 0.0, 0.4] 2 -0.13333333333333333 [2, 0.0, 0.4]
16 [2, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
17 [3, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
18 [3, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
19 [3, 0.0, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
20 [3, 0.0, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
21 [3, 0.0, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
22 [3, 0.0, 0.4] 2 -0.20000000000000004 [3, 0.0, 0.4]
23 [3, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
24 [3, 0.0, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
25 [3, 0.0, 0.4] 2 -0.20000000000000004 [3, 0.0, 0.4]
26 [3, 0.0, 0.4] 0 -0.13333333333333333 [2, 0.0, 0.4]
27 [2, 0.0, 0.4] 0 -0.06666666666666667 [1, 0.0, 0.4]
28 [1, 0.0, 0.4] 3 -0.5833333333333334 [1, 0.0, 0.5]
29 [1, 0.0, 0.5] 4 -0.16666666666666666 [2, 0.0, 0.5]
30 [2, 0.0, 0.5] 4 -0.75 [3, 0.0, 0.5]
31 [3, 0.0, 0.5] 4 -0.25 [3, 0.0, 0.5]
32 [3, 0.0, 0.5] 4 -0.25 [3, 0.0, 0.5]
33 [3, 0.0, 0.5] 2 -0.25 [3, 0.0, 0.5]
34 [3, 0.0, 0.5] 1 -0.20000000000000004 [3, 0.0, 0.4]
35 [3, 0.0, 0.4] 2 -0.20000000000000004 [3, 0.0, 0.4]
36 [3, 0.0, 0.4] 4 -0.20000000000000004 [3, 0.0, 0.4]
37 [3, 0.0, 0.4] 1 -0.20000000000000004 [3, 0.0, 0.4]
38 [3, 0.0, 0.4] 2 -0.20000000000000004 [3, 0.0, 0.4]
39 [3, 0.0, 0.4] 0 -0.13333333333333333 [2, 0.0, 0.4]
40 [2, 0.0, 0.4] 3 -0.6666666666666666 [2, 0.0, 0.5]
41 [2, 0.0, 0.5] 4 -0.25 [3, 0.0, 0.5]
42 [3, 0.0, 0.5] 4 -0.75 [3, 0.0, 0.5]
43 [3, 0.0, 0.5] 4 -0.25 [3, 0.0, 0.5]
44 [3, 0.0, 0.5] 2 -0.25 [3, 0.0, 0.5]
45 [3, 0.0, 0.5] 2 -0.25 [3, 0.0, 0.5]
46 [3, 0.0, 0.5] 4 -0.25 [3, 0.0, 0.5]
